Recipe_ID,Cuisine,Recipe_Name,Description
786,jewish-recipes,cinnamon-raisin-walnut-rugelach,Bake these delicious pastries characterised by a melt-in-the-mouth cheese-based dough. They originated in Poland and are a popular Jewish treat
787,jewish-recipes,sephardi-charoset,"Traditionally, Sephardi charoset is made to celebrate the Jewish festival of Passover. The dessert wine, sweet dates and fragrant cinnamon give it a festive feel"
788,jewish-recipes,hanukkah-biscuits,"Good Food reader Danielle Brown shares her grandmother's recipe for savoury Kaak biscuits, traditionally eaten during the Jewish holiday of Hanukkah"
789,korean-recipes,korean-fried-chicken,"Cook an exotic yet easy dinner like these spicy and sticky Korean chicken wings. They make ideal finger food for a buffet, but don't forget the napkins"
790,korean-recipes,korean-corndogs,Try this popular street food from Korea where hot dogs are wrapped in a crisp corn batter. A light sugar coating enhances the savoury pork flavour
791,korean-recipes,tteokbokki-spicy-rice-cakes,"Try these tteokbokki (Korean-style spicy rice cakes) as a snack or side. A popular street food, they make a great addition to a Korean feast"
792,korean-recipes,korean-hotdog,"Reinvent the hot dog with a tasty Korean twist. In place of onions and ketchup, try kimchi and spicy mayonnaise topped with carrot and sesame seeds"
793,korean-recipes,spicy-kimchi-pancake-kimchi-jeon,"These Korean-style kimchi pancakes are made with gut-friendly sour cabbage and gochujang (Korean red pepper paste). They're packed with spicy, umami flavour"
794,korean-recipes,korean-clam-broth-jogaetang,"A warming seafood broth that's easy to make and low fat, great for a simple but special meal when you're short on time"
795,korean-recipes,korean-bibimbap,"Use up your leftovers in a Korean bibimbap meaning 'mixed rice'. Switch up the veg with whatever you've got in the fridge, then serve over rice with a fried egg and dress in a sweet, spicy gochujang sauce"
796,korean-recipes,sticky-korean-chicken-drumsticks,These sticky chicken drumsticks with Korean marinade are moreish finger food. Try them with coleslaw and salads at a summer picnic — but take napkins!
797,korean-recipes,hwachae-korean-watermelon-punch,"Cool down in summer with this traditional Korean dessert, a kind of fruit salad made with watermelon, ice, lemonade and blueberries"
798,korean-recipes,korean-fried-chicken-burgers,"Copy the latest Korean street food trend with ultra-crisp, double-fried chicken, a quick kimchi slaw and lashings of sticky chilli sauce"
799,korean-recipes,korean-style-fried-rice,This speedy Korean dish is super satisfying and a great way to use up leftover cooked rice - it's full of iron too
800,korean-recipes,kimbap,"Adapt these Korean-style rice rolls with almost anything you like – we've used seafood sticks and hot dogs, but spicy pork or tuna mayo work well too"
801,korean-recipes,quick-easy-korean-pork,Sweet and spicy marinated pork belly served with crisp fresh lettuce makes a sensational barbecued dish
802,korean-recipes,korean-bbq-sauce,"Make barbecue sauce with a Korean twist by adding gochujang, a red pepper paste that creates a slightly smoky heat. Use the sauce as a glaze for sticky ribs, or spoon onto burgers"
803,korean-recipes,korean-bbq-wings,"Hot, sweet and sticky, these Korean chicken wings make a great choice for a dinner party starter"
804,korean-recipes,korean-crusted-roast-lamb,The crust on this roast leg of lamb is based on a Korean barbecue marinade called bulgogi - perfect for a Sunday roast with a difference
805,korean-recipes,stir-fried-korean-beef,"Whip up a speedy beef, beansprout and spinach stir-fry seasoned with sweet mirin, garlic, sesame seeds and soy sauce"
806,korean-recipes,korean-rice-pot,"A one pot rice dish is a fab way to use up leftovers - this one combines healthy veg and turkey, topped with fried egg"
807,korean-recipes,korean-beef-bulgogi-skewers,Sweet pineapple is combined with salty soy sauce in a delicious marinade for these sirloin steak canapés - great for a party buffet
808,korean-recipes,korean-chicken-wings-sesame-slaw,Gochujang is a savoury Korean condiment that adds a rich spiciness to these chicken wings. Drizzle with sesame oil and our crunchy side slaw
809,korean-recipes,korean-fishcakes-fried-eggs-spicy-salsa,"This isn't your average fishcake recipe. Bursting with oriental flavours - soy sauce, fresh ginger, spring onions and gochujang, topped with a rich runny yolk - this recipe has it all"
810,korean-recipes,ssamjang,"This quick, tangy Korean sauce of soybean paste, chilli paste and mirin is perfect with bulgogi or any barbecued meat"
811,korean-recipes,kimchi-jjigae,"Make this spicy, warming Korean comfort food using pork belly and mature kimchi for maximum flavour"
812,korean-recipes,japchae-stir-fried-noodles,"Create a Korean classic, with sweet potato noodles mixed with tender steak strips, chestnut mushrooms and spinach in a savoury and slightly sweet sauce"
814,pad-thai-recipes,phat-thai,Try an authentic version of this classic Thai snack food. You can swap the prawns for thin strips of chicken if you like
815,pad-thai-recipes,10-minute-pad-thai,A delicious one-pan dinner - who needs takeaways?
816,pad-thai-recipes,super-fast-pad-thai,"This classic Thai dish from Good Food reader Emily Cramer is made using mainly storecupboard ingredients, and it's on the table in under 15 minutes"
817,pad-thai-recipes,chicken-pad-thai,"Enjoy our version of the classic noodle dish with spring onions, egg, beansprouts and peanuts. Add chilli to suit your taste and serve with lime wedges"
818,pad-thai-recipes,spicy-thai-prawn-noodles,These low-fat noodles make for a no-fuss supper and will be on the table in 30 minutes
819,pad-thai-recipes,tofu-asparagus-pad-thai,"An easy, vegan alternative to classic pad Thai, this version combines tofu and asparagus with crispy beansprouts, onions, rice noodles and a zingy sauce. Serve with peanuts, coriander and lime wedges"
820,pad-thai-recipes,pad-thai,"Make this easy prawn stir-fry for a speedy midweek meal. Our pad Thai recipe uses simple ingredients such as prawns, rice noodles and beansprouts, but you could also add chicken or tofu."
821,pad-thai-recipes,boxing-day-sprout-pad-thai,Vegans will love this pad Thai that you can make on Boxing Day to use up leftover brussels sprouts. You could also cook the dish using fresh sprouts
822,pad-thai-recipes,leftover-roast-chicken-pad-thai,Want to make the most of your leftover roast chicken? All you need is a pad Thai sauce and oodles of noodles to transform your chicken into something exciting
824,pad-thai-recipes,vegetable-phat-thai,This classic noodle dish makes a great after-work supper
826,pad-thai-recipes,peanut-chicken-noodles,"An easy weeknight meal, with a nutty and spicy flavour - you make most in the microwave"
829,sushi-recipes,simple-sushi,Kids can help with this Japanese dish. They can help cook the sticky rice and then roll and assemble the pieces with their preferred ingredients
830,sushi-recipes,sushi-rice,Learn how to make perfect sushi rice with this simple step-by-step recipe. Make a batch and craft your own sushi selection platter for entertaining
832,sushi-recipes,easy-salmon-sushi-rice-bowl,Encourage kids to learn how to cook with our easy salmon sushi rice bowl. The recipe features a full list of equipment and easy-to-follow instructions
833,sushi-recipes,classic-california-roll,"Make your own sushi with these restaurant favourites that look impressive with the contrast of salmon, avocado, orange fish roe and sesame seeds"
834,sushi-recipes,salmon-sushi-salad,"A light lunch or dinner, this salmon salad is a homemade version of your favourite sushi platter, with edamame beans, avocado and pomegranate seeds"
836,sushi-recipes,chicken-onigiri,"Try these Japanese rice balls filled with a chicken, spring onion and mayo filling. You can buy an onigiri mould online to make the recipe even easier"
837,sushi-recipes,salmon-cucumber-sushi-rolls,"Follow our simple step-by-step guide to rolling your own, low-fat and healthy Japanese sushi"
839,sushi-recipes,sushi-rice-bowl-beef-egg-chilli-sauce,"Sticky and delicious, sushi rice is more versatile than you may think and is great in a stir fry"
840,sushi-recipes,smoked-mackerel-maki-rolls,"Make your own sushi for a low-calorie lunch you can bring to work. Be the envy of the office with these mackerel and veg rolls, don't forget the soy sauce!"
841,sushi-recipes,beetroot-avocado-nori-rolls-wasabi-dipping-sauce,"The dipping sauce adds real punch to this impressive looking vegan canapé. If you can’t get hold of wasabi, substitute for storecupboard horseradish instead"
843,persian-new-year-recipes,kotlet-lamb-potato-patties,Make traditional Persian kotlet – lamb & potato patties – for a snack or side to an Iranian New Year feast
844,persian-new-year-recipes,kuku-sabzi-herb-frittata-with-barberries,"Celebrate Iranian new year with a traditional Persian dish – kuku sabzi, a herb frittata with barberries. It makes a colourful addition to any family feast"
845,persian-new-year-recipes,maast-o-khiar-yogurt-with-cucumber,"Serve this minty yogurt dip as part of a Persian banquet for family and friends. With cucumber and mint, it makes a refreshing side dish for barbecued meats too"
846,persian-new-year-recipes,salad-shirazi-tomato-cucumber-red-onion-salad,"Toss diced tomatoes, cucumber and red onion together with pomegranate seeds, then dress with lime juice and olive oil to make this vibrant Persian salad"
847,persian-new-year-recipes,mahi-ba-zafferan-saffron-lemon-roasted-cod,"Marinate pieces of cod in saffron, yogurt and lemon to make this Persian dish. Be sure to use the best-quality Iranian saffron you can find"
848,persian-new-year-recipes,sabzi-polo-aromatic-herb-rice,"Serve this Persian rice as part of a sharing meal with family and friends. It's ideal for a celebration, such as Iranian New Year"
849,persian-new-year-recipes,zoolbia-lacy-saffron-fritters,"Make these moreish Persian fritters for a celebration, such as Iranian New Year. Dust with icing sugar and finely ground pistachios to serve"
850,persian-new-year-recipes,reshteh-polow-toasted-vermicelli-rice,Enjoy this Persian-inspired toasted egg vermicelli rice as part of a family feast. It's ideal for celebrating the Iranian New Year
851,persian-new-year-recipes,rose-falooda,"Try this drink-dessert fusion, topped with ice cream and made with falooda, a bright pink rose syrup. You could also use any rose syrup plus pink food colouring"
852,satay-recipes,cheeky-chicken-satay,"This recipe is part of Food Editor Barney's 'cooking with kids' series. Here, Barney and his daughter Maisie make chicken skewers with peanut sauce"
853,satay-recipes,satay-sauce,Whip up this simple peanut sauce recipe in just 10 minutes. Serve with chicken or vegetable skewers for a starter or party nibble. Kids love it too!
854,satay-recipes,satay-shots,Give your dinner party a shot of Spanish style with these satay canapes
855,satay-recipes,pork-satay,John Torode's version of skewered meat kebabs with Thai peanut sauce - authentic and fragrant
856,satay-recipes,satay-sweet-potato-curry,"Cook this tasty, budget-friendly vegan curry for an easy family dinner. With spinach and sweet potato, it boasts two of your five-a-day and it’s under 400 calories"
857,satay-recipes,nutty-chicken-sate-strips,Keep these nutty chicken satay strips in the fridge for a healthy choice when you're peckish. The chicken is served with cucumber and sweet chilli sauce
858,satay-recipes,chicken-satay-salad,"Try this no-fuss, midweek meal that's high in protein and big on flavour. Marinate chicken breasts, then drizzle with a punchy peanut satay sauce"
859,satay-recipes,thai-satay-stir-fry,"Long day at work? This is the perfect quick meal, one pan, and just a fork to eat!"
860,satay-recipes,balinese-chicken-satay,"An aromatic satay from the Four Seasons Cooking School in Jimbaran - serves 6 as a starter, 4 as a main"
861,satay-recipes,satay-chicken-pieces,Take something different to your next picnic. These aromatic drumsticks are great with sweet chilli sauce or mango chutney
862,satay-recipes,satay-noodle-soup,Prepare an easy veggie noodle bowl in 25 minutes with mostly storecupboard ingredients. A simple budget meal that's filling and vegan-friendly
863,satay-recipes,satay-grilled-aubergine,Skewers at the ready- these vegetarian kebabs are marinated in soy and turmeric and served with a rich peanut dipping sauce
864,satay-recipes,chicken-skewers-satay-dip,If you're looking for a quick dinner party canapé you can't go far wrong with this easy classic
865,satay-recipes,duck-satay-peanut-sauce,These flavoursome canapés add sophistication to finger food
866,satay-recipes,satay-chicken-mango-wraps,Introduce new flavours and textures with this quick and easy child-friendly dinner - let the kids assemble their own
867,satay-recipes,thai-satay-prawns,"Whip up this quick weeknight dinner, with noodles, ginger, coconut milk and frozen peas - ready in 25 minutes"
868,satay-recipes,satay-chicken-noodle-soup-squash,"Serve this warming bowl of spicy, nourishing chicken noodle soup whenever you fancy some comfort food. You can make the base a day or two before serving"
869,satay-recipes,spicy-satay-wings-peanut-sauce,"These chicken wings are marinated, then baked until crisp and golden, served with a fiery, crunchy peanut sauce - the ultimate party buffet food"
870,satay-recipes,satay-cauliflower-chickpea-curry-storecupboard-flatbreads,"An easy vegetarian curry that can be cooked in one pan with a rich and creamy sauce - serve with simple, homemade flatbreads"
871,satay-recipes,sticky-teriyaki-chicken-peanut-satay-slaw,Marinate chicken in a sticky teriyaki and honey sauce then serve with our peanut satay slaw for a tasty midweek supper. It provides 3 of your 5-a-day
872,tapas-recipes,patatas-bravas-meatballs,Take inspiration from the classic tapas dish patatas bravas with this recipe. The addition of homemade pork meatballs makes it the ideal Friday night family treat
873,tapas-recipes,stuffed-peppadews,"These low-fat, gluten-free canapés can be put together in just 10 minutes - perfect as a last-minute party nibble"
874,tapas-recipes,warm-kale-salad-almonds-serrano-ham,"This modern take on coleslaw and cold cuts makes a delicious starter or light main, with shallots, celery, and a sweet and tangy dressing"
876,tapas-recipes,seafood-paella,"This impressive Spanish one pot, with monkfish, king prawns and mussels, is perfect for feeding a crowd at a dinner party"
877,tapas-recipes,ham-cheese-croquetas,"These tasty, deep-fried bites can be made ahead and frozen, perfect for no-fuss entertaining as part of a party buffet spread"
878,tapas-recipes,spanish-omelette,Fluffy vegetarian tortilla is a great meal to make with older children - this one's filled with peppers and potatoes
879,tapas-recipes,seared-beef-grilled-pepper-caper-berry,"This Spanish beef, pepper and caper berry skewer is great for a tapas evening or dinner party"
880,tapas-recipes,spanish-skewers,"A nod to traditional tapas, these freezable party canapés of potatoes, red pepper and chorizo can be made in advance"
881,tapas-recipes,andalusian-style-chicken,"Spicy, sweet and fragrant, this one-pot tastes even better if you make it ahead - a tasty addition to any tapas or buffet spread"
882,tapas-recipes,ham-croquetas,"A typically Spanish snack that makes great party food. Well worth the effort, these crisp, golden brown bites have a creamy Ibérico ham and leek filling"
884,tapas-recipes,pancetta-date-chorizo-meatballs,"Stuff medjool dates with chorizo and wrap in pancetta for a new take on meatballs, with a simple tomato sauce. A great tapas-style dish for entertaining"
885,tapas-recipes,citrus-fennel-marinated-olives,"This simple tapas dish can be made well in advance - the longer they are left, the more flavour the olives will absorb"
886,tapas-recipes,simmered-squid,"This dish of calamari in red wine, fennel, rosemary and tomatoes is perfect served as a tapa or simply with rice or new potatoes"
887,tapas-recipes,clams-sherry-serrano-ham,"Sweet clams and salty ham are a perfect combination, and this tapas dish or sharing starter can be made in minutes"
888,tapas-recipes,parsley-omelette-olive-ricotta,Wrap herby omelette around a creamy cheese filling and top with juicy oven-roasted tomatoes to make delicately flavoured nibbles to share
889,tapas-recipes,baby-potatoes-sea-salt-herb-salsa,These herb-crusted new potatoes and piquant salsa are perfect partners in this tasty tapas or side dish
890,tapas-recipes,crispy-squid-capers,Try making our crispy calamari and serve with an easy garlic mayo for a sharing starter or as part of a seafood feast
891,tapas-recipes,ham-peach-nibbles,These super simple juicy bites are bursting with bold flavours - a perfect pre-dinner canapé or easy tapas dish
892,tapas-recipes,spanish-tomato-salad,"Combine Serrano ham, manchego cheese and different varieties of tomato, drizzle with an almond parsley dressing, for a light summer side or tapas dish"
893,tapas-recipes,stuffed-grilled-vegetable-bites,"These delicious vegetarian tapas bites are filled with creamy ricotta, sundried tomatoes and basil - a perfect dinner party nibble"
894,tapas-recipes,warm-chickpea-chorizo-pepper-salad,A rough-and-ready salad bursting with Mediterranean flavours - great as a starter or main
895,tapas-recipes,sauteed-chorizo-red-wine,"These chunks of spicy sausage in a rich glaze of garlic, honey and red wine are sure to disappear quickly from a buffet or tapas spread"
896,vegetarian-greek-recipes,greek-bouyiourdi,"Enjoy this baked feta with tomatoes, garlic and chilli as part of a meze lunch. It's perfect for scooping up with warm pitta breads alongside a Greek salad or use keto bread for a keno-friendly version"
900,vegetarian-greek-recipes,spring-greens-spanakopita,"Combine seasonal spring greens with creamy ricotta and fresh herbs, then wrap them in crisp filo pastry. Eating your greens has never been so enjoyable"
901,vegetarian-greek-recipes,leek-globe-artichoke-pie,"Make this Greek-inspired pie as a centrepiece dish for a special occasion. Encased in fabulous filo pastry, it's packed with leeks, artichokes and cheese"
904,vegetarian-greek-recipes,lighter-spanakopita,"This traditional Greek spinach and feta cheese pie gets a healthier makeover - we've slashed the fat, salt and calories"
906,vegetarian-greek-recipes,pitta-bread,Rustle up homemade pitta bread to serve with dips or as a side dish to mop up juices. You can easily make them ahead and freeze them for a fail-safe snack
915,vegetarian-indian-recipes,simple-mushroom-curry,"Serve these garlicky mushrooms in a rich tomato masala spiced with ground ginger, fennel seeds and cumin for an autumnal supper. Enjoy with rice or naan"
917,vegetarian-indian-recipes,dum-aloo,"Go meat-free with this Indian potato curry. Aromatic and full of flavour, it could work as a side dish or veggie main with your favourite sides"
918,vegetarian-indian-recipes,squash-cabbage-sabzi,"Serve this veggie Indian at a Indian feast. Made with pumpkin, cabbage and spices, it makes a good side dish with dhal and rice, or eat as a main with roti"
921,vegetarian-indian-recipes,bombay-potatoes,"Enjoy Bombay potatoes as a brilliant side dish to an epic feast. These Indian-style potatoes made with nuggets of juicy tomato are super-easy to make, spicy and moreish"
924,vegetarian-indian-recipes,baked-veggie-korma,"Get the kids to help make this vegan take on a korma. With a clear list of ingredients and step-by-step method, the recipe is ideal for children aged seven to 11 who are learning to cook"
925,vegetarian-indian-recipes,carrot-biriyani,"Prepare and cook our low-calorie vegetarian biryani in just 25 minutes using carrot, cashew nuts and Indian spices. Serve with coriander and dollops of yogurt"
928,vegetarian-indian-recipes,matar-paneer,Serve this classic matar paneer with cheese and peas in a spicy tomato sauce as an easy midweek meal. This veggie Indian dish takes just 25 minutes to make
929,vegetarian-mexican-recipes,mexican-beans-avocado-toast,A vibrant Mexican-style breakfast with fresh avocado and black beans. Give yourself a healthy start with our easy vegan beans on toast with a twist
933,vegetarian-mexican-recipes,mexican-corn-salsa,This classic corn salsa is a simple Mexican recipe you can prep in 20 minutes. Leave to marinate before serving to intensify the vibrant flavours
935,vegetarian-mexican-recipes,mexican-potato-wedges,Spice up your snacktime with these healthy potato wedges
936,vegetarian-mexican-recipes,black-bean-tortilla-soup,"Make the most of any tins of black beans in your cupboards and make this easy and satisfying soup. Serve with coriander, avocado, feta and pumpkin seeds"
937,vegetarian-mexican-recipes,mexican-hot-chocolate,"Be sure to add a frothy finish to this Mexican hot chocolate, which is warming and spiced with cinnamon, vanilla and chilli"
939,vegetarian-mexican-recipes,mexican-bean-salad,"Not one to leave your tummy rumbling, this filling salad really hits the spot and has a spicy kick"
940,vegetarian-mexican-recipes,mexican-eggy-bread,Bring together two great brunch recipes – eggy bread and avocado on toast – then add a Mexican twist. A hit of chilli takes this to another level
941,vegetarian-mexican-recipes,baja-avocado-tacos-chipotle-cream-pickled-slaw,"A veggie take on a Californian Baja fish taco, with crispy battered avocado with a spicy crema. You could also use fish or other veg, like asparagus"
942,vegetarian-mexican-recipes,mexican-chilli-bean-tortilla,Colourful and delicious - a veggie feast for all the family
943,vegetarian-mexican-recipes,mexican-veggie-hash,"A storecupboard, vegetarian fry-up with beans, sweetcorn, avocado and eggs, served with soured cream and tortillas"
944,vegetarian-mexican-recipes,tomato-burrito-rice,"Try using this spicy, Mexican-style rice in our Brazil nut burritos for lunch or dinner. With a spike of chilli heat, it's proof that comfort food needn't be bland"
945,vegetarian-mexican-recipes,mexican-rice-bean-salad,This low-fat spicy salad with Latin American flavours is packed with fresh vegetables for a filling lunch
946,vegetarian-mexican-recipes,mexican-bean-soup-guacamole,"This warming, spiced vegetarian soup packs in goodness and is filling too. The quick-to-assemble guacamole topping tastes as good as it looks"
948,vegetarian-mexican-recipes,butternut-chilli,"This Mexican stew is hearty enough to satisfy both vegetarians and meat eaters, with butternut squash, black beans and juicy tomatoes"
949,vegetarian-mexican-recipes,spicy-black-bean-tacos,"These vegetarian bean tacos, lightly spiced with cumin and smoked paprika, are topped with fresh guacamole and a pomegranate salsa."
950,vegetarian-mexican-recipes,classic-guacamole,"Enjoy a Mexican-inspired guacamole from chef Edson Diaz-Fuentes, with green jalapeños, coriander and lime. It's perfect to serve with tortilla chips"
955,healthy-mexican-recipes,mexican-penne-avocado,"Get all five of your 5-a-day in this mildly spiced, healthy pasta dish. It's rich in iron, fibre and vitamin C as well as being low-fat and low-calorie."
958,healthy-mexican-recipes,mushroom-tacos,"For a healthy vegan dinner that's high in protein and fibre, give these spicy mushroom tacos a go. The taco shells are made with chickpea flour, which keeps them gluten-free"
959,healthy-mexican-recipes,chipotle-chicken,"Keep a jar of smoky chipotle chilli paste in your cupboard, to add a kick to a healthy chicken stew"
960,healthy-mexican-recipes,chicken-sweetcorn-tacos,Make these healthy chicken and sweetcorn tacos for an easy midweek meal that's full of flavour. You'll also have leftovers to make wraps for lunch tomorrow
961,healthy-mexican-recipes,chargrilled-vegetable-tacos-smoky-salsa,"Make these tasty vegan tacos with a smoky-sweet salsa and pack in all of your 5-a-day in one meal. Kiwi brings a moreish, fruity dimension to the salsa"
962,healthy-mexican-recipes,vegan-burrito-bowl,"This nourishing rice bowl is topped with spicy black beans, sweetcorn, avocado and lime. It's packed with fibre, counts as 4 of your 5-a-day and is low in saturated fat."
963,healthy-mexican-recipes,cajun-prawn-charred-corn-salad,"Take inspiration from Tex-Mex flavours with this salad, studded with king prawns, sweetcorn and jalapeño peppers. It's ideal for a barbecue side, or a light dinner"
964,healthy-mexican-recipes,mixed-bean-chilli-wedges,"A warming bowl of vegetarian chilli makes for great comfort food. Serve with potato wedges for a healthy weeknight supper, and be sure to make extra for the freezer"
965,healthy-mexican-recipes,barbecued-chicken-fajita-skewers,"Get the kids in the kitchen to prepare this easy BBQ chicken recipe, then assemble together with creamy guacamole on tortilla wraps"
966,healthy-mexican-recipes,black-eye-bean-mole-salsa,Try this healthy Mexican dish as a quick and easy low-calorie lunch that counts as three of your 5-a-day. The beans are a great source of protein and fibre
971,healthy-mexican-recipes,grilled-salmon-tacos-chipotle-lime-yogurt,"Grill healthy fish with chipotle spice then serve with cabbage salad, coriander and chilli in soft tortillas"
973,healthy-mexican-recipes,spiced-black-bean-chicken-soup-kale,"Use up leftover roast or ready-cooked chicken in this healthy and warming soup, spiced with cumin and chilli"
975,healthy-mexican-recipes,spicy-seafood-stew-tomatoes-lime,"John Torode's Mexican-inspired one-pot casserole is packed with shellfish, white fish and plenty of chilli"
976,onion-bhaji-recipes,onion-bhajis-raita,"Serve your crispy onion bhajis with cooling cucumber and mint raita as a snack, or eat alongside a homemade Indian curry. You'll be surprised by how easy they are to make"
977,onion-bhaji-recipes,red-onion-chilli-bhajis-mint-garlic-raita,"Serve these moreish morsels as a starter, light lunch or supper or as part of an Indian meal"
978,onion-bhaji-recipes,onion-bhaji-yorkshire-puddings,Give the classic Yorkshire pud an Indian-inspired twist with our genius onion bhaji version. These delicately spiced puddings are delicious with chutney
979,onion-bhaji-recipes,bhaji-burger,We've combined two of our favourite recipes to make a bhaji in a bun. Serve with mango chutney and a fluffy brioche bun
980,onion-bhaji-recipes,onion-bhaji-fish-chips,Combine the nation’s two favourite takeaways - fish & chips and Indian food - and the result is irresistible. Great for casual entertaining
981,onion-bhaji-recipes,onion-butternut-bhajis-rotis-mango-raita-mint-salad,Have a go at making your own Indian starter - these vegetarian flatbreads come with a fruity yogurt sauce
982,onion-bhaji-recipes,baked-carrot-nigella-seed-bhajis-raita,"A healthy baked carrot alternative to much-loved Indian side dish onion bhajis. Serve these golden, crispy snacks as part of a thali or curry feast"
983,onion-bhaji-recipes,roast-cod-curried-cauli-ower-puree-onion-bhaji,"One of Phil Howard's menu highlights, this dish is a mix of spices, flavours and textures. Try this delicate cod with crispy bhajis and creamy cauliflower"
985,french-onion-soup-recipes,ultimate-makeover-french-onion-soup,"Angela Nilsen gives the French classic a makeover, losing the butter and beef stock to make a lighter soup that's still full of flavour"
986,french-onion-soup-recipes,british-onion-soup,"Add some British ingredients to a classic French dish and voila, you have a whole new experience"
987,french-onion-soup-recipes,onion-soup-herby-garlic-cheese-bread,This French-inspired warming soup uses chutney to add a delicious sweetness
988,french-onion-soup-recipes,roasted-onion-soup-goats-cheese-toasts,Roasting the onions gives the soup a rich caramelised flavour that really hits the spot on a chilly day
989,french-onion-soup-recipes,caramelised-onion-barley-soup-cheese-croutons,Nutty and nutritious barley adds real substance to this twist on classic French onion soup
990,french-onion-soup-recipes,cider-onion-soup-cheese-apple-toasts,Make Tom Kerridge's version of French onion soup. Use any cheese you have in the fridge for the toasts – a crumbly goat's cheese works well
991,potato-rosti-recipes,potato-rosti-cakes-sage-leaves,"This popular Swiss dish of pan-fried, golden potato patties with onion and sage makes a delicious side dish for two – perfect on its own, or top with a fried egg"
992,potato-rosti-recipes,oven-baked-rosti-cake,Grate potatoes into a hash brown-style patty and cook in the oven for a convenient and tasty side dish
993,potato-rosti-recipes,parsnip-rosti-with-harissa-feta-caramelised-red-onions,"Choose starchy potatoes like Maris Piper or King Edward to ensure the parsnip rösti hold together. Enjoy with caramelised red onions, harissa and feta"
994,potato-rosti-recipes,rosti-topped-fish-pie,Fish pie without the fuss - a good recipe for frozen white fish such as coley
995,potato-rosti-recipes,rosti-bolognese-pie,This continental version of a classic cottage pie is a sneaky way of getting children to eat more vegetables
996,potato-rosti-recipes,goats-cheese-bacon-rosti,"Adding goat’s cheese and bacon to the traditional Swiss dish of rosti transforms it into a simple, warming supper"
997,potato-rosti-recipes,marys-prawn-corn-rosti,These crispy prawn cakes are perfect for when you feel like a comforting treat - and they're great to welcome the kids home from school
998,potato-rosti-recipes,potato-parsnip-horseradish-baked-rosti,A trio of winter vegetables that are the perfect accompaniment to a meal.
999,potato-rosti-recipes,swede-potato-rosti-topped-shepherds-pie,A delicious spin on the ultimate comfort food - a family favourite packed with vegetables and rich sauce
1000,potato-rosti-recipes,sprout-black-pudding-apple-rostis,"Make tasty potato röstis with apple, brussels sprouts and black pudding. Cumin and garlic boost the flavour for a tasty side dish, supper, or brunch"
1001,potato-rosti-recipes,crisp-potato-cake,This side dish is one to bring to the table with pride - it looks as good as it tastes!
1002,potato-rosti-recipes,rosti-fish-cakes,"Use salmon or tuna in these easy fishcakes with grated potato, capers, asparagus and mustard"
1003,potato-rosti-recipes,big-breakfast-courgette-potato-rosti,"Skip the frozen hash browns and fry up your own potato cakes for brunch. Serve with bacon, eggs and ketchup"
1004,potato-rosti-recipes,crispy-neeps-n-tatties-cake,"This Scottish take on a rösti goes well with game, duck breast or roast chicken"
1005,potato-rosti-recipes,raggmunk,These crispy potato and carrot fritters are a cross between pancakes and a rösti - a classic Swedish side dish to meat and fish dishes
1006,potato-rosti-recipes,cottage-pie-cakes,These rostis with beef mince are great for using up leftover mashed potato and are ideal for a family supper
1007,harissa-recipes,iraqi-lamb-kofta-kebabs,Make these lamb kebabs with harissa aubergines. The winner of Celebrity MasterChef UK 2020 shares the recipe that transports his dad back to his homeland
1008,harissa-recipes,lamb-harissa-cauliflower-shepherds-pie,Put a simple twist on a comforting shepherd’s pie by infusing fragrant spices and harissa into the ragu. It's a winning dish during the winter months
1009,harissa-recipes,air-fryer-harissa-sausage-veg-traybake,Make this sausage and veg traybake in the air fryer for a budget-friendly dinner. It only take 15 minutes of prep so makes a perfect midweek meal
1010,harissa-recipes,spiced-harissa-lamb-pasties,Give the humble lamb pasty a spicy makeover using harissa. The prep can all be done in advance – just pop them in the oven an hour before serving
1011,harissa-recipes,spicy-harissa-aubergine-pie,"Make this veggie bake filled with lentils, sweet potato, feta and aubergine for an easy family meal. You can freeze any leftovers"
1012,harissa-recipes,spicy-harissa-bean-stew,"Make the most of harissa to add a boost of flavour to this butterbean, spinach and ricotta stew. Packed with nutrients, it delivers four of your 5-a-day"
1013,harissa-recipes,harissa-broccoli-flatbreads,"Make this winning one-pan vegetarian meal with just five ingredients, plus some salt and oil. The accompanying no-knead flatbreads couldn’t be simpler, too"
1014,harissa-recipes,roast-aubergines-yogurt-harissa,Looking for a simple side or starter that delivers on taste? Look no further than roast aubergines with yogurt and harissa. It's vegetarian and gluten free
1015,harissa-recipes,smoky-sausage-squash-traybake,Let your oven do the work for you with this easy autumnal traybake that makes the most of seasonal butternut squash. It will be a hit with the whole family
1016,harissa-recipes,harissa-oil,"Use this oil liberally for marinating and roasting, and for brushing over cuts of meat for grilling and barbecuing - it'll keep in the fridge for up to one week"
1017,harissa-recipes,harissa-beef-tomato-bulgur,"Use our beef and lentil ragu recipe as the base to make this easy, speedy bulgur wheat dish. It's a filling family dinner for busy weeknights"
1018,harissa-recipes,harissa-couscous,This couscous makes a delicious accompaniment to lamb tagine and any other Moroccan style spicy dish
1019,harissa-recipes,harissa-chicken-traybake-0,"You only need five ingredients to create this spicy, healthy, low-calorie chicken dish"
1020,harissa-recipes,harissa-fish-pie,"Add harissa to fish pie and top with sweet potato for a twist on a classic. Nutritionally balanced and filling, it's ideal for a family meal"
