Recipe_ID,Category,Recipe_Name,Preparation_Time,Cooking_Time,Image URL,Description,kcal,fat,saturates,carbs,sugars,fibre,protein,salt
786,jewish-recipes,cinnamon-raisin-walnut-rugelach,1 hr,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/09/Walnut-and-raisin-rugelach-3daa957.jpg?quality=90&resize=556,505",Bake these delicious pastries characterised by a melt-in-the-mouth cheese-based dough. They originated in Poland and are a popular Jewish treat,80,5,3,8,4,0.3,1,0.12
787,jewish-recipes,sephardi-charoset,5 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/03/sephardi-charoset-c7c18b1.jpg?quality=90&resize=556,505","Traditionally, Sephardi charoset is made to celebrate the Jewish festival of Passover. The dessert wine, sweet dates and fragrant cinnamon give it a festive feel",188,6,0,25,24,2,4,0.05
788,jewish-recipes,hanukkah-biscuits,30 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-916451_11-48f1e17.jpg?quality=90&resize=440,400","Good Food reader Danielle Brown shares her grandmother's recipe for savoury Kaak biscuits, traditionally eaten during the Jewish holiday of Hanukkah",198,8,2,29,1,1,5,0.6
789,korean-recipes,korean-fried-chicken,15 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-fried-chicken-0cb444a.gif?quality=90&resize=440,400","Cook an exotic yet easy dinner like these spicy and sticky Korean chicken wings. They make ideal finger food for a buffet, but don't forget the napkins",487,24,4,48,35,1,20,1.8
790,korean-recipes,korean-corndogs,25 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/KoreanCorndog-63c63dc.jpg?quality=90&resize=556,505",Try this popular street food from Korea where hot dogs are wrapped in a crisp corn batter. A light sugar coating enhances the savoury pork flavour,578,12,3,103,31,3,14,1.54
791,korean-recipes,tteokbokki-spicy-rice-cakes,5 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2023/01/TteokbokkiSpicyRiceCakes-b78e346.jpg?quality=90&resize=556,505","Try these tteokbokki (Korean-style spicy rice cakes) as a snack or side. A popular street food, they make a great addition to a Korean feast",694,7,1,139,26,7,16,3.02
792,korean-recipes,korean-hotdog,15 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/hot_dogs_korean-64316fc.jpg?quality=90&resize=440,400","Reinvent the hot dog with a tasty Korean twist. In place of onions and ketchup, try kimchi and spicy mayonnaise topped with carrot and sesame seeds",536,36,7,38,6,2,15,2.5
793,korean-recipes,spicy-kimchi-pancake-kimchi-jeon,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2023/01/KimchiPancakes-e591d25-e1682603312782.jpg?quality=90&resize=556,505","These Korean-style kimchi pancakes are made with gut-friendly sour cabbage and gochujang (Korean red pepper paste). They're packed with spicy, umami flavour",692,35,3,82,4,6,10,3.42
794,korean-recipes,korean-clam-broth-jogaetang,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-clam-broth-jogaetang-6b35ed0.jpg?quality=90&resize=440,400","A warming seafood broth that's easy to make and low fat, great for a simple but special meal when you're short on time",61,1,0,3,1,1,9,1
795,korean-recipes,korean-bibimbap,20 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/BibimbapKoreanMixedRice-6a656fe.jpg?quality=90&resize=556,505","Use up your leftovers in a Korean bibimbap meaning 'mixed rice'. Switch up the veg with whatever you've got in the fridge, then serve over rice with a fried egg and dress in a sweet, spicy gochujang sauce",587,25,5,61,12,6,26,1.79
796,korean-recipes,sticky-korean-chicken-drumsticks,30 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sticky-korean-chicken-drumsticks-2c990d2.jpg?quality=90&resize=440,400",These sticky chicken drumsticks with Korean marinade are moreish finger food. Try them with coleslaw and salads at a summer picnic — but take napkins!,214,9,2,9,7,1,25,1.1
797,korean-recipes,hwachae-korean-watermelon-punch,15 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/HwachaeKoreanWatermelonPunch-a6b7c6e.jpg?quality=90&resize=556,505","Cool down in summer with this traditional Korean dessert, a kind of fruit salad made with watermelon, ice, lemonade and blueberries",258,1,0.3,56,49,4,4,0.02
798,korean-recipes,korean-fried-chicken-burgers,30 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-fried-chicken-burgers-d18b2ad.jpg?quality=90&resize=440,400","Copy the latest Korean street food trend with ultra-crisp, double-fried chicken, a quick kimchi slaw and lashings of sticky chilli sauce",415,20,4,38,35,2,19,1.8
799,korean-recipes,korean-style-fried-rice,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-style-fried-rice-b9a4023.jpg?quality=90&resize=440,400",This speedy Korean dish is super satisfying and a great way to use up leftover cooked rice - it's full of iron too,530,25,7,41,3,3,38,1.9
800,korean-recipes,kimbap,45 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/Kimbap-60cec5b.jpg?quality=90&resize=556,505","Adapt these Korean-style rice rolls with almost anything you like – we've used seafood sticks and hot dogs, but spicy pork or tuna mayo work well too",308,11,2,38,3,5,11,1.53
801,korean-recipes,quick-easy-korean-pork,15 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-0767fc1.jpg?quality=90&resize=440,400",Sweet and spicy marinated pork belly served with crisp fresh lettuce makes a sensational barbecued dish,456,25,7,32,28,5,25,2.3
802,korean-recipes,korean-bbq-sauce,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/KoreanBBQSauce-74f1029.jpg?quality=90&resize=556,505","Make barbecue sauce with a Korean twist by adding gochujang, a red pepper paste that creates a slightly smoky heat. Use the sauce as a glaze for sticky ribs, or spoon onto burgers",19,0.3,0,4,4,0.2,0.2,0.15
803,korean-recipes,korean-bbq-wings,10 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean_1-52c35c0.jpg?quality=90&resize=440,400","Hot, sweet and sticky, these Korean chicken wings make a great choice for a dinner party starter",344,17,4,25,24,0,24,1.9
804,korean-recipes,korean-crusted-roast-lamb,20 mins,2 hrs,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-crusted-roast-lamb-cada755.jpg?quality=90&resize=556,505",The crust on this roast leg of lamb is based on a Korean barbecue marinade called bulgogi - perfect for a Sunday roast with a difference,470,28,12,4,3,1,50,1.6
805,korean-recipes,stir-fried-korean-beef,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean_0-3be5a25.jpg?quality=90&resize=440,400","Whip up a speedy beef, beansprout and spinach stir-fry seasoned with sweet mirin, garlic, sesame seeds and soy sauce",470,27,8,17,5,6,40,1.8
806,korean-recipes,korean-rice-pot,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-836612_11-7933f21.jpg?quality=90&resize=440,400","A one pot rice dish is a fab way to use up leftovers - this one combines healthy veg and turkey, topped with fried egg",537,17,4,60,5,3,39,1.33
807,korean-recipes,korean-beef-bulgogi-skewers,15 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-beef-bulgogi-skewers-e3af027.jpg?quality=90&resize=440,400",Sweet pineapple is combined with salty soy sauce in a delicious marinade for these sirloin steak canapés - great for a party buffet,41,1,0,4,3,0,3,0.4
808,korean-recipes,korean-chicken-wings-sesame-slaw,5 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-wings-7960553.jpg?quality=90&resize=440,400",Gochujang is a savoury Korean condiment that adds a rich spiciness to these chicken wings. Drizzle with sesame oil and our crunchy side slaw,472,24,6,25,22,6,36,2.3
809,korean-recipes,korean-fishcakes-fried-eggs-spicy-salsa,15 mins,12 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-fishcakes-with-fried-eggs-and-spicy-salad-ded7ac0.jpg?quality=90&resize=400,363","This isn't your average fishcake recipe. Bursting with oriental flavours - soy sauce, fresh ginger, spring onions and gochujang, topped with a rich runny yolk - this recipe has it all",451,27,4,15,7,4,35,1
810,korean-recipes,ssamjang,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/ssamjang-aa73911.jpg?quality=90&resize=556,505","This quick, tangy Korean sauce of soybean paste, chilli paste and mirin is perfect with bulgogi or any barbecued meat",136,7,1,14,7,2,4,2.1
811,korean-recipes,kimchi-jjigae,20 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/KimchiJjigaeKoreanKimchiStew-0c3995f.jpg?quality=90&resize=556,505","Make this spicy, warming Korean comfort food using pork belly and mature kimchi for maximum flavour",452,31,9,10,7,4,31,3.69
812,korean-recipes,japchae-stir-fried-noodles,20 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2023/01/Japchae-f627062.jpg?quality=90&resize=556,505","Create a Korean classic, with sweet potato noodles mixed with tender steak strips, chestnut mushrooms and spinach in a savoury and slightly sweet sauce",503,30,4,41,10,3,15,3.05
814,pad-thai-recipes,phat-thai,30 mins,12 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-164457_12-6ed856c.jpg?quality=90&resize=440,400",Try an authentic version of this classic Thai snack food. You can swap the prawns for thin strips of chicken if you like,750,30,5,94,9,5,31,2.73
815,pad-thai-recipes,10-minute-pad-thai,5 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-24245_10-37e755b.jpg?quality=90&resize=440,400",A delicious one-pan dinner - who needs takeaways?,494,10,2,69,9,4,37,2.91
816,pad-thai-recipes,super-fast-pad-thai,5 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-399581_11-e0dca21.jpg?quality=90&resize=440,400","This classic Thai dish from Good Food reader Emily Cramer is made using mainly storecupboard ingredients, and it's on the table in under 15 minutes",405,14,3,51,7,4,23,2.7
817,pad-thai-recipes,chicken-pad-thai,15 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-pad-thai-2e5f5a8.jpg?quality=90&resize=440,400","Enjoy our version of the classic noodle dish with spring onions, egg, beansprouts and peanuts. Add chilli to suit your taste and serve with lime wedges",1004,45,7,87,24,6,60,5.73
818,pad-thai-recipes,spicy-thai-prawn-noodles,15 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-523617_11-71a831e.jpg?quality=90&resize=440,400",These low-fat noodles make for a no-fuss supper and will be on the table in 30 minutes,385,11,2,42,1,1,34,2.8
819,pad-thai-recipes,tofu-asparagus-pad-thai,15 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-605574_11-c9528db.jpg?quality=90&resize=440,400","An easy, vegan alternative to classic pad Thai, this version combines tofu and asparagus with crispy beansprouts, onions, rice noodles and a zingy sauce. Serve with peanuts, coriander and lime wedges",321,8,1,53,8,3,12,0.74
820,pad-thai-recipes,pad-thai,5 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-7144_11-6961dcb.jpg?quality=90&resize=440,400","Make this easy prawn stir-fry for a speedy midweek meal. Our pad Thai recipe uses simple ingredients such as prawns, rice noodles and beansprouts, but you could also add chicken or tofu.",359,8,1,57,5,1,19,3.17
821,pad-thai-recipes,boxing-day-sprout-pad-thai,15 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/noodles-99a7139.jpg?quality=90&resize=440,400",Vegans will love this pad Thai that you can make on Boxing Day to use up leftover brussels sprouts. You could also cook the dish using fresh sprouts,248,15,2,21,6,4,5,0.7
822,pad-thai-recipes,leftover-roast-chicken-pad-thai,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/leftover-roast-chicken-pad-thai-4363413.jpg?quality=90&resize=440,400",Want to make the most of your leftover roast chicken? All you need is a pad Thai sauce and oodles of noodles to transform your chicken into something exciting,861,43,9,74,29,4,42,7.5
824,pad-thai-recipes,vegetable-phat-thai,25 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-524452_11-4a86cd8.jpg?quality=90&resize=440,400",This classic noodle dish makes a great after-work supper,239,8,1,36,7,2,8,2.06
826,pad-thai-recipes,peanut-chicken-noodles,10 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1080_12-4e9947f.jpg?quality=90&resize=440,400","An easy weeknight meal, with a nutty and spicy flavour - you make most in the microwave",407,9,2,59,7,2,27,3.59
829,sushi-recipes,simple-sushi,40 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sushi-cdb372e.jpg?quality=90&resize=440,400",Kids can help with this Japanese dish. They can help cook the sticky rice and then roll and assemble the pieces with their preferred ingredients,390,9,1,70,11,4,8,0.5
830,sushi-recipes,sushi-rice,15 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/05/sushi_rice-223f626.jpg?quality=90&resize=556,505",Learn how to make perfect sushi rice with this simple step-by-step recipe. Make a batch and craft your own sushi selection platter for entertaining,432,1,0,99,26,3,6,3.7
832,sushi-recipes,easy-salmon-sushi-rice-bowl,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/05/Salmon-sushi-rice-bowl-with-edamame-bf08448.jpg?quality=90&resize=556,505",Encourage kids to learn how to cook with our easy salmon sushi rice bowl. The recipe features a full list of equipment and easy-to-follow instructions,713,27,5,73,10,7,41,1.25
833,sushi-recipes,classic-california-roll,30 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/01/California-roll-a87199c.jpg?quality=90&resize=556,505","Make your own sushi with these restaurant favourites that look impressive with the contrast of salmon, avocado, orange fish roe and sesame seeds",176,8,2,11,0.2,2,13,0.67
834,sushi-recipes,salmon-sushi-salad,15 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/salmon-sushi-salad-dd1fbe0.jpg?quality=90&resize=430,390","A light lunch or dinner, this salmon salad is a homemade version of your favourite sushi platter, with edamame beans, avocado and pomegranate seeds",862,43,7,87,9,9,27,2.5
836,sushi-recipes,chicken-onigiri,45 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/08/Chicken-onigiri-10c1e45.jpg?quality=90&resize=556,505","Try these Japanese rice balls filled with a chicken, spring onion and mayo filling. You can buy an onigiri mould online to make the recipe even easier",303,16,2,29,3,1,11,0.7
837,sushi-recipes,salmon-cucumber-sushi-rolls,20 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1095463_12-d59f260.jpg?quality=90&resize=440,400","Follow our simple step-by-step guide to rolling your own, low-fat and healthy Japanese sushi",59,1,0,10,3,0,3,0.2
839,sushi-recipes,sushi-rice-bowl-beef-egg-chilli-sauce,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1268454_8-af43a15.jpg?quality=90&resize=440,400","Sticky and delicious, sushi rice is more versatile than you may think and is great in a stir fry",621,23,5,63,8,2,41,3.2
840,sushi-recipes,smoked-mackerel-maki-rolls,20 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/smoked-mackerel-maki-rolls-906eac2.jpg?quality=90&resize=440,400","Make your own sushi for a low-calorie lunch you can bring to work. Be the envy of the office with these mackerel and veg rolls, don't forget the soy sauce!",218,6,1,30,2,3,9,0.6
841,sushi-recipes,beetroot-avocado-nori-rolls-wasabi-dipping-sauce,40 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/nori-8fb845f.jpg?quality=90&resize=440,400","The dipping sauce adds real punch to this impressive looking vegan canapé. If you can’t get hold of wasabi, substitute for storecupboard horseradish instead",32,2,1,1,1,1,1,0.3
843,persian-new-year-recipes,kotlet-lamb-potato-patties,20 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/Kotlet-d70ac9c.jpg?quality=90&resize=556,505",Make traditional Persian kotlet – lamb & potato patties – for a snack or side to an Iranian New Year feast,118,7,2,7,1,1,7,0.18
844,persian-new-year-recipes,kuku-sabzi-herb-frittata-with-barberries,15 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/Kuku-Sabzi-2382013.jpg?quality=90&resize=556,505","Celebrate Iranian new year with a traditional Persian dish – kuku sabzi, a herb frittata with barberries. It makes a colourful addition to any family feast",188,15,3,2,2,2,11,0.73
845,persian-new-year-recipes,maast-o-khiar-yogurt-with-cucumber,5 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/MaastOKhiar-eed7bb9.jpg?quality=90&resize=556,505","Serve this minty yogurt dip as part of a Persian banquet for family and friends. With cucumber and mint, it makes a refreshing side dish for barbecued meats too",145,9,6,10,10,1,6,0.16
846,persian-new-year-recipes,salad-shirazi-tomato-cucumber-red-onion-salad,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/SaladShirazi-a882a04.jpg?quality=90&resize=556,505","Toss diced tomatoes, cucumber and red onion together with pomegranate seeds, then dress with lime juice and olive oil to make this vibrant Persian salad",95,5,1,10,9,3,2,0.02
847,persian-new-year-recipes,mahi-ba-zafferan-saffron-lemon-roasted-cod,5 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/Mahi-ba-Zafferan-c66d056.jpg?quality=90&resize=556,505","Marinate pieces of cod in saffron, yogurt and lemon to make this Persian dish. Be sure to use the best-quality Iranian saffron you can find",148,3,1,1,1,0.2,28,0.49
848,persian-new-year-recipes,sabzi-polo-aromatic-herb-rice,5 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/SabziPolow-a28d0e2.jpg?quality=90&resize=556,505","Serve this Persian rice as part of a sharing meal with family and friends. It's ideal for a celebration, such as Iranian New Year",391,12,7,62,1,2,8,0.46
849,persian-new-year-recipes,zoolbia-lacy-saffron-fritters,5 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/Zoolbia-a4c546d.jpg?quality=90&resize=556,505","Make these moreish Persian fritters for a celebration, such as Iranian New Year. Dust with icing sugar and finely ground pistachios to serve",124,7,1,12,3,1,2,0.01
850,persian-new-year-recipes,reshteh-polow-toasted-vermicelli-rice,2 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/ReshtehPolowi-9124f41.jpg?quality=90&resize=556,505",Enjoy this Persian-inspired toasted egg vermicelli rice as part of a family feast. It's ideal for celebrating the Iranian New Year,447,18,8,62,3,3,9,0.56
851,persian-new-year-recipes,rose-falooda,5 mins,17 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/02/Rose-falooda-b92944d.jpg?quality=90&resize=556,505","Try this drink-dessert fusion, topped with ice cream and made with falooda, a bright pink rose syrup. You could also use any rose syrup plus pink food colouring",321,12,6,43,35,2,10,0.3
852,satay-recipes,cheeky-chicken-satay,30 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chickensatay-c53cf21.jpg?quality=90&resize=440,400","This recipe is part of Food Editor Barney's 'cooking with kids' series. Here, Barney and his daughter Maisie make chicken skewers with peanut sauce",117,6,3,4,3,1,12,0.3
853,satay-recipes,satay-sauce,5 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-908478_11-f2f9978.jpg?quality=90&resize=93,84",Whip up this simple peanut sauce recipe in just 10 minutes. Serve with chicken or vegetable skewers for a starter or party nibble. Kids love it too!,158,13,7,5,4,2,4,0.6
854,satay-recipes,satay-shots,20 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-2232_11-cd1d8b7.jpg?quality=90&resize=440,400",Give your dinner party a shot of Spanish style with these satay canapes,89,6,1,3,2,1,6,0.53
855,satay-recipes,pork-satay,20 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-874592_11-26cfddf.jpg?quality=90&resize=440,400",John Torode's version of skewered meat kebabs with Thai peanut sauce - authentic and fragrant,438,26,7,15,12,3,34,1.8
856,satay-recipes,satay-sweet-potato-curry,15 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/naan-bread-dfcfdf3.jpg?quality=90&resize=93,84","Cook this tasty, budget-friendly vegan curry for an easy family dinner. With spinach and sweet potato, it boasts two of your five-a-day and it’s under 400 calories",387,25,18,32,15,7,6,0.6
857,satay-recipes,nutty-chicken-sate-strips,10 mins,8 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/nutty-chicken-sate-strips-67269e0.jpg?quality=90&resize=440,400",Keep these nutty chicken satay strips in the fridge for a healthy choice when you're peckish. The chicken is served with cucumber and sweet chilli sauce,276,10,2,3,2,2,41,0.7
858,satay-recipes,chicken-satay-salad,15 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-satay-salad-8f5b068.jpg?quality=90&resize=440,400","Try this no-fuss, midweek meal that's high in protein and big on flavour. Marinate chicken breasts, then drizzle with a punchy peanut satay sauce",353,10,2,24,21,7,38,1.6
859,satay-recipes,thai-satay-stir-fry,5 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338817_12-221dd5f.jpg?quality=90&resize=440,400","Long day at work? This is the perfect quick meal, one pan, and just a fork to eat!",286,14,2,34,6,5,10,2.29
860,satay-recipes,balinese-chicken-satay,40 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-388_10-ba16b90.jpg?quality=90&resize=440,400","An aromatic satay from the Four Seasons Cooking School in Jimbaran - serves 6 as a starter, 4 as a main",129,5,2,2,0,0,19,0.17
861,satay-recipes,satay-chicken-pieces,10 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-357466_11-31d8363.jpg?quality=90&resize=440,400",Take something different to your next picnic. These aromatic drumsticks are great with sweet chilli sauce or mango chutney,302,17,10,3,2,0,34,0.4
862,satay-recipes,satay-noodle-soup,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/satay-noodle-bowl-311c60e.jpg?quality=90&resize=440,400",Prepare an easy veggie noodle bowl in 25 minutes with mostly storecupboard ingredients. A simple budget meal that's filling and vegan-friendly,708,41,20,60,18,12,18,2.4
863,satay-recipes,satay-grilled-aubergine,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/aubergine_0-06795f7.jpg?quality=90&resize=440,400",Skewers at the ready- these vegetarian kebabs are marinated in soy and turmeric and served with a rich peanut dipping sauce,349,22,5,26,22,12,11,2.8
864,satay-recipes,chicken-skewers-satay-dip,10 mins,12 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-444491_11-99f6d1b.jpg?quality=90&resize=440,400",If you're looking for a quick dinner party canapé you can't go far wrong with this easy classic,42,2,1,1,1,0,4,0.36
865,satay-recipes,duck-satay-peanut-sauce,20 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-50127_11-5b64d2d.jpg?quality=90&resize=440,400",These flavoursome canapés add sophistication to finger food,125,8,2,3,2,1,9,0.63
866,satay-recipes,satay-chicken-mango-wraps,15 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/satay-chicken-mango-wraps-c04d48e.jpg?quality=90&resize=440,400",Introduce new flavours and textures with this quick and easy child-friendly dinner - let the kids assemble their own,534,21,11,44,20,4,40,1.7
867,satay-recipes,thai-satay-prawns,15 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/thai-satay-prawns-a5294a7.jpg?quality=90&resize=556,505","Whip up this quick weeknight dinner, with noodles, ginger, coconut milk and frozen peas - ready in 25 minutes",594,24,7,55,5,10,35,1.7
868,satay-recipes,satay-chicken-noodle-soup-squash,25 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/satay-noodle-soup-9f873a6.jpg?quality=90&resize=440,400","Serve this warming bowl of spicy, nourishing chicken noodle soup whenever you fancy some comfort food. You can make the base a day or two before serving",1091,59,35,99,15,9,37,3.3
869,satay-recipes,spicy-satay-wings-peanut-sauce,20 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spicy-satay-wings-peanut-sauce-4b83cd5.jpg?quality=90&resize=441,400","These chicken wings are marinated, then baked until crisp and golden, served with a fiery, crunchy peanut sauce - the ultimate party buffet food",405,25,7,16,14,1,30,1.4
870,satay-recipes,satay-cauliflower-chickpea-curry-storecupboard-flatbreads,20 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/satay-cauliflower-chickpea-curry-with-storecupboard-flatbreads-727b881-scaled.jpg?quality=90&resize=556,505","An easy vegetarian curry that can be cooked in one pan with a rich and creamy sauce - serve with simple, homemade flatbreads",747,44,22,57,11,13,23,1.9
871,satay-recipes,sticky-teriyaki-chicken-peanut-satay-slaw,35 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sticky-teriyaki-chicken-peanut-satay-slaw-92b4268.jpg?quality=90&resize=440,400",Marinate chicken in a sticky teriyaki and honey sauce then serve with our peanut satay slaw for a tasty midweek supper. It provides 3 of your 5-a-day,530,34,7,27,23,7,26,3.8
872,tapas-recipes,patatas-bravas-meatballs,35 mins,1 hr and 20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/02/Patatas-bravas-meatballs-7fcdd0a.jpg?quality=90&resize=556,505",Take inspiration from the classic tapas dish patatas bravas with this recipe. The addition of homemade pork meatballs makes it the ideal Friday night family treat,626,29,6,59,11,9,29,0.8
873,tapas-recipes,stuffed-peppadews,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/stuffed-peppadews-46a7376.jpg?quality=90&resize=440,400","These low-fat, gluten-free canapés can be put together in just 10 minutes - perfect as a last-minute party nibble",31,0,0,5,4,1,1,0.2
874,tapas-recipes,warm-kale-salad-almonds-serrano-ham,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/warm-kale-salad-with-almonds-serrano-ham-d7d7a06.jpg?quality=90&resize=440,400","This modern take on coleslaw and cold cuts makes a delicious starter or light main, with shallots, celery, and a sweet and tangy dressing",320,20,3,21,15,1,13,1.6
876,tapas-recipes,seafood-paella,40 mins,1 hr and 10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/seafood-paella-d41fe46.jpg?quality=90&resize=440,400","This impressive Spanish one pot, with monkfish, king prawns and mussels, is perfect for feeding a crowd at a dinner party",384,6,1,54,5,5,26,1.5
877,tapas-recipes,ham-cheese-croquetas,20 mins,1 hr and 25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/ham-cheese-croquetas-e314bba.jpg?quality=90&resize=556,505","These tasty, deep-fried bites can be made ahead and frozen, perfect for no-fuss entertaining as part of a party buffet spread",141,8,3,13,6,1,4,0.3
878,tapas-recipes,spanish-omelette,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1201679_10-7b75aa2.jpg?quality=90&resize=440,400",Fluffy vegetarian tortilla is a great meal to make with older children - this one's filled with peppers and potatoes,308,15.2,5,24.8,4.8,3.8,17.7,0.6
